m,TagName,
"2016-11-01 00:00:00","javascript","20473"
"2016-11-01 00:00:00","perl","368"
"2016-11-01 00:00:00","php","11901"
"2016-11-01 00:00:00","python","14157"
"2016-11-01 00:00:00","r","3556"
"2016-11-01 00:00:00","ruby","1754"
"2016-11-01 00:00:00","swift","4357"
"2016-12-01 00:00:00","assembly","313"
"2016-12-01 00:00:00","c","2791"
"2016-12-01 00:00:00","c#","10666"
"2016-12-01 00:00:00","c++","5213"
"2016-12-01 00:00:00","delphi","253"
"2016-12-01 00:00:00","go","494"
"2016-12-01 00:00:00","java","13816"
"2016-12-01 00:00:00","javascript","19756"
"2016-12-01 00:00:00","perl","336"
"2016-12-01 00:00:00","php","11430"
"2016-12-01 00:00:00","python","13013"
"2016-12-01 00:00:00","r","3149"
"2016-12-01 00:00:00","ruby","1627"
"2016-12-01 00:00:00","swift","3923"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","c","2754"
"2017-01-01 00:00:00","c#","11675"
"2017-01-01 00:00:00","c++","5638"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","go","559"
"2017-01-01 00:00:00","java","14531"
"2017-01-01 00:00:00","javascript","21363"
"2017-01-01 00:00:00","perl","324"
"2017-01-01 00:00:00","php","12566"
"2017-01-01 00:00:00","python","14239"
"2017-01-01 00:00:00","r","3484"
"2017-01-01 00:00:00","ruby","1821"
"2017-01-01 00:00:00","swift","4330"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","c","2725"
"2017-02-01 00:00:00","c#","11465"
"2017-02-01 00:00:00","c++","5158"
"2017-02-01 00:00:00","delphi","304"
"2017-02-01 00:00:00","go","551"
"2017-02-01 00:00:00","java","14529"
"2017-02-01 00:00:00","javascript","21156"
"2017-02-01 00:00:00","perl","398"
"2017-02-01 00:00:00","php","12440"
"2017-02-01 00:00:00","python","14750"
"2017-02-01 00:00:00","r","3673"
"2017-02-01 00:00:00","ruby","1621"
"2017-02-01 00:00:00","swift","4047"
"2017-03-01 00:00:00","assembly","370"
"2017-03-01 00:00:00","c","2960"
"2017-03-01 00:00:00","c#","12969"
"2017-03-01 00:00:00","c++","6211"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","go","650"
"2017-03-01 00:00:00","java","17275"
"2017-03-01 00:00:00","javascript","23650"
"2017-03-01 00:00:00","perl","409"
"2017-03-01 00:00:00","php","13965"
"2017-03-01 00:00:00","python","17097"
"2017-03-01 00:00:00","r","4600"
"2017-03-01 00:00:00","ruby","1789"
"2017-03-01 00:00:00","swift","4604"
"2017-04-01 00:00:00","assembly","316"
"2017-04-01 00:00:00","c","2848"
"2017-04-01 00:00:00","c#","11073"
"2017-04-01 00:00:00","c++","5865"
"2017-04-01 00:00:00","delphi","263"
"2017-04-01 00:00:00","go","507"
"2017-04-01 00:00:00","java","15893"
"2017-04-01 00:00:00","javascript","21192"
"2017-04-01 00:00:00","perl","369"
"2017-04-01 00:00:00","php","12337"
"2017-04-01 00:00:00","python","15618"
"2017-04-01 00:00:00","r","4260"
"2017-04-01 00:00:00","ruby","1485"
"2017-04-01 00:00:00","swift","3905"
"2017-05-01 00:00:00","assembly","348"
"2017-05-01 00:00:00","c","2742"
"2017-05-01 00:00:00","c#","11961"
"2017-05-01 00:00:00","c++","5291"
"2017-05-01 00:00:00","delphi","317"
"2017-05-01 00:00:00","go","583"
"2017-05-01 00:00:00","java","16302"
"2017-05-01 00:00:00","javascript","22349"
"2017-05-01 00:00:00","perl","355"
"2017-05-01 00:00:00","php","12983"
"2017-05-01 00:00:00","python","16152"
"2017-05-01 00:00:00","r","4311"
"2017-05-01 00:00:00","ruby","1517"
"2017-05-01 00:00:00","swift","4087"
"2017-06-01 00:00:00","assembly","240"
"2017-06-01 00:00:00","c","2345"
"2017-06-01 00:00:00","c#","11284"
"2017-06-01 00:00:00","c++","4671"
"2017-06-01 00:00:00","delphi","245"
"2017-06-01 00:00:00","go","572"
"2017-06-01 00:00:00","java","14591"
"2017-06-01 00:00:00","javascript","21534"
"2017-06-01 00:00:00","perl","312"
"2017-06-01 00:00:00","php","11690"
"2017-06-01 00:00:00","python","15981"
"2017-06-01 00:00:00","r","4441"
"2017-06-01 00:00:00","ruby","1414"
"2017-06-01 00:00:00","swift","4189"
"2017-07-01 00:00:00","assembly","220"
"2017-07-01 00:00:00","c","2039"
"2017-07-01 00:00:00","c#","11186"
"2017-07-01 00:00:00","c++","5007"
"2017-07-01 00:00:00","delphi","206"
"2017-07-01 00:00:00","go","653"
"2017-07-01 00:00:00","java","14093"
"2017-07-01 00:00:00","javascript","21563"
"2017-07-01 00:00:00","perl","322"
"2017-07-01 00:00:00","php","11700"
"2017-07-01 00:00:00","python","16874"
"2017-07-01 00:00:00","r","4575"
"2017-07-01 00:00:00","ruby","1521"
"2017-07-01 00:00:00","swift","4341"
"2017-08-01 00:00:00","assembly","216"
"2017-08-01 00:00:00","c","2039"
"2017-08-01 00:00:00","c#","10936"
"2017-08-01 00:00:00","c++","4777"
"2017-08-01 00:00:00","delphi","291"
"2017-08-01 00:00:00","go","606"
"2017-08-01 00:00:00","java","13730"
"2017-08-01 00:00:00","javascript","21294"
"2017-08-01 00:00:00","perl","355"
"2017-08-01 00:00:00","php","11581"
"2017-08-01 00:00:00","python","16453"
"2017-08-01 00:00:00","r","4561"
"2017-08-01 00:00:00","ruby","1391"
"2017-08-01 00:00:00","swift","4171"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c","2097"
"2017-09-01 00:00:00","c#","9856"
"2017-09-01 00:00:00","c++","4459"
"2017-09-01 00:00:00","delphi","260"
"2017-09-01 00:00:00","go","543"
"2017-09-01 00:00:00","java","12727"
"2017-09-01 00:00:00","javascript","18937"
"2017-09-01 00:00:00","perl","297"
"2017-09-01 00:00:00","php","10636"
"2017-09-01 00:00:00","python","15421"
"2017-09-01 00:00:00","r","4218"
"2017-09-01 00:00:00","ruby","1222"
"2017-09-01 00:00:00","swift","3754"
"2017-10-01 00:00:00","assembly","332"
"2017-10-01 00:00:00","c","2772"
"2017-10-01 00:00:00","c#","10210"
"2017-10-01 00:00:00","c++","5209"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","go","614"
"2017-10-01 00:00:00","java","13975"
"2017-10-01 00:00:00","javascript","19801"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","php","10774"
"2017-10-01 00:00:00","python","16913"
"2017-10-01 00:00:00","r","4540"
"2017-10-01 00:00:00","ruby","1297"
"2017-10-01 00:00:00","swift","3888"
"2017-11-01 00:00:00","assembly","384"
"2017-11-01 00:00:00","c","2946"
"2017-11-01 00:00:00","c#","9767"
"2017-11-01 00:00:00","c++","5026"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","go","654"
"2017-11-01 00:00:00","java","14150"
"2017-11-01 00:00:00","javascript","19362"
"2017-11-01 00:00:00","perl","265"
"2017-11-01 00:00:00","php","10544"
"2017-11-01 00:00:00","python","16931"
"2017-11-01 00:00:00","r","4501"
"2017-11-01 00:00:00","ruby","1173"
"2017-11-01 00:00:00","swift","3662"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c","2191"
"2017-12-01 00:00:00","c#","8578"
"2017-12-01 00:00:00","c++","4451"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","go","522"
"2017-12-01 00:00:00","java","11958"
"2017-12-01 00:00:00","javascript","16920"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","php","9081"
"2017-12-01 00:00:00","python","14891"
"2017-12-01 00:00:00","r","3713"
"2017-12-01 00:00:00","ruby","1016"
"2017-12-01 00:00:00","swift","3196"
"2018-01-01 00:00:00","assembly","253"
"2018-01-01 00:00:00","c","2210"
"2018-01-01 00:00:00","c#","9353"
"2018-01-01 00:00:00","c++","4741"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","go","541"
"2018-01-01 00:00:00","java","12323"
"2018-01-01 00:00:00","javascript","18857"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","php","10052"
"2018-01-01 00:00:00","python","16199"
"2018-01-01 00:00:00","r","4196"
"2018-01-01 00:00:00","ruby","1160"
"2018-01-01 00:00:00","swift","3736"
"2018-02-01 00:00:00","assembly","281"
"2018-02-01 00:00:00","c","2140"
"2018-02-01 00:00:00","c#","8560"
"2018-02-01 00:00:00","c++","4565"
"2018-02-01 00:00:00","delphi","213"
"2018-02-01 00:00:00","go","581"
"2018-02-01 00:00:00","java","12007"
"2018-02-01 00:00:00","javascript","17192"
"2018-02-01 00:00:00","perl","231"
"2018-02-01 00:00:00","php","9078"
"2018-02-01 00:00:00","python","16273"
"2018-02-01 00:00:00","r","4498"
"2018-02-01 00:00:00","ruby","1029"
"2018-02-01 00:00:00","swift","3399"
"2018-03-01 00:00:00","assembly","317"
"2018-03-01 00:00:00","c","2459"
"2018-03-01 00:00:00","c#","9772"
"2018-03-01 00:00:00","c++","5170"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","603"
"2018-03-01 00:00:00","java","13532"
"2018-03-01 00:00:00","javascript","19104"
"2018-03-01 00:00:00","perl","288"
"2018-03-01 00:00:00","php","9775"
"2018-03-01 00:00:00","python","17868"
"2018-03-01 00:00:00","r","5098"
"2018-03-01 00:00:00","ruby","1060"
"2018-03-01 00:00:00","swift","4038"
"2018-04-01 00:00:00","assembly","321"
"2018-04-01 00:00:00","c","2180"
"2018-04-01 00:00:00","c#","9217"
"2018-04-01 00:00:00","c++","4656"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","go","616"
"2018-04-01 00:00:00","java","13454"
"2018-04-01 00:00:00","javascript","17914"
"2018-04-01 00:00:00","perl","253"
"2018-04-01 00:00:00","php","8899"
"2018-04-01 00:00:00","python","16933"
"2018-04-01 00:00:00","r","4728"
"2018-04-01 00:00:00","ruby","985"
"2018-04-01 00:00:00","swift","3561"
"2018-05-01 00:00:00","assembly","295"
"2018-05-01 00:00:00","c","2365"
"2018-05-01 00:00:00","c#","9902"
"2018-05-01 00:00:00","c++","4678"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","go","630"
"2018-05-01 00:00:00","java","13436"
"2018-05-01 00:00:00","javascript","18029"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","php","9400"
"2018-05-01 00:00:00","python","17543"
"2018-05-01 00:00:00","r","4728"
"2018-05-01 00:00:00","ruby","1032"
"2018-05-01 00:00:00","swift","3608"
"2018-06-01 00:00:00","assembly","204"
"2018-06-01 00:00:00","c","1830"
"2018-06-01 00:00:00","c#","8768"
"2018-06-01 00:00:00","c++","4085"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","go","672"
"2018-06-01 00:00:00","java","11763"
"2018-06-01 00:00:00","javascript","17150"
"2018-06-01 00:00:00","perl","238"
"2018-06-01 00:00:00","php","8400"
"2018-06-01 00:00:00","python","16771"
"2018-06-01 00:00:00","r","4476"
"2018-06-01 00:00:00","ruby","989"
"2018-06-01 00:00:00","swift","3134"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c","1595"
"2018-07-01 00:00:00","c#","9383"
"2018-07-01 00:00:00","c++","3906"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","go","686"
"2018-07-01 00:00:00","java","11720"
"2018-07-01 00:00:00","javascript","17784"
"2018-07-01 00:00:00","perl","246"
"2018-07-01 00:00:00","php","8517"
"2018-07-01 00:00:00","python","17909"
"2018-07-01 00:00:00","r","4402"
"2018-07-01 00:00:00","ruby","940"
"2018-07-01 00:00:00","swift","3661"
"2018-08-01 00:00:00","assembly","176"
"2018-08-01 00:00:00","c","1673"
"2018-08-01 00:00:00","c#","9461"
"2018-08-01 00:00:00","c++","3899"
"2018-08-01 00:00:00","delphi","204"
"2018-08-01 00:00:00","go","704"
"2018-08-01 00:00:00","java","11278"
"2018-08-01 00:00:00","javascript","17823"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","php","8454"
"2018-08-01 00:00:00","python","17712"
"2018-08-01 00:00:00","r","4098"
"2018-08-01 00:00:00","ruby","874"
"2018-08-01 00:00:00","swift","3562"
"2018-09-01 00:00:00","assembly","256"
"2018-09-01 00:00:00","c","1829"
"2018-09-01 00:00:00","c#","8343"
"2018-09-01 00:00:00","c++","3734"
"2018-09-01 00:00:00","delphi","181"
"2018-09-01 00:00:00","go","671"
"2018-09-01 00:00:00","java","10691"
"2018-09-01 00:00:00","javascript","15974"
"2018-09-01 00:00:00","perl","205"
"2018-09-01 00:00:00","php","7629"
"2018-09-01 00:00:00","python","15992"
"2018-09-01 00:00:00","r","3749"
"2018-09-01 00:00:00","ruby","774"
"2018-09-01 00:00:00","swift","3133"
"2018-10-01 00:00:00","assembly","320"
"2018-10-01 00:00:00","c","2440"
"2018-10-01 00:00:00","c#","9317"
"2018-10-01 00:00:00","c++","4296"
"2018-10-01 00:00:00","delphi","221"
"2018-10-01 00:00:00","go","789"
"2018-10-01 00:00:00","java","12471"
"2018-10-01 00:00:00","javascript","17372"
"2018-10-01 00:00:00","perl","277"
"2018-10-01 00:00:00","php","8110"
"2018-10-01 00:00:00","python","18117"
"2018-10-01 00:00:00","r","4350"
"2018-10-01 00:00:00","ruby","895"
"2018-10-01 00:00:00","swift","3262"
"2018-11-01 00:00:00","assembly","301"
"2018-11-01 00:00:00","c","2515"
"2018-11-01 00:00:00","c#","8450"
"2018-11-01 00:00:00","c++","4330"
"2018-11-01 00:00:00","delphi","179"
"2018-11-01 00:00:00","go","716"
"2018-11-01 00:00:00","java","11665"
"2018-11-01 00:00:00","javascript","16143"
"2018-11-01 00:00:00","perl","234"
"2018-11-01 00:00:00","php","7050"
"2018-11-01 00:00:00","python","17981"
"2018-11-01 00:00:00","r","4220"
"2018-11-01 00:00:00","ruby","833"
"2018-11-01 00:00:00","swift","2974"
"2018-12-01 00:00:00","assembly","221"
"2018-12-01 00:00:00","c","2187"
"2018-12-01 00:00:00","c#","7526"
"2018-12-01 00:00:00","c++","3543"
"2018-12-01 00:00:00","delphi","174"
"2018-12-01 00:00:00","go","656"
"2018-12-01 00:00:00","java","10415"
"2018-12-01 00:00:00","javascript","14230"
"2018-12-01 00:00:00","perl","218"
"2018-12-01 00:00:00","php","6186"
"2018-12-01 00:00:00","python","15694"
"2018-12-01 00:00:00","r","3397"
"2018-12-01 00:00:00","ruby","806"
"2018-12-01 00:00:00","swift","2776"
"2019-01-01 00:00:00","assembly","218"
"2019-01-01 00:00:00","c","2275"
"2019-01-01 00:00:00","c#","8723"
"2019-01-01 00:00:00","c++","3900"
"2019-01-01 00:00:00","delphi","214"
"2019-01-01 00:00:00","go","652"
"2019-01-01 00:00:00","java","10996"
"2019-01-01 00:00:00","javascript","15991"
"2019-01-01 00:00:00","perl","262"
"2019-01-01 00:00:00","php","7141"
"2019-01-01 00:00:00","python","16912"
"2019-01-01 00:00:00","r","3939"
"2019-01-01 00:00:00","ruby","916"
"2019-01-01 00:00:00","swift","2897"
"2019-02-01 00:00:00","assembly","224"
"2019-02-01 00:00:00","c","2049"
"2019-02-01 00:00:00","c#","8325"
"2019-02-01 00:00:00","c++","3723"
"2019-02-01 00:00:00","delphi","190"
"2019-02-01 00:00:00","go","625"
"2019-02-01 00:00:00","java","10955"
"2019-02-01 00:00:00","javascript","15648"
"2019-02-01 00:00:00","perl","250"
"2019-02-01 00:00:00","php","7235"
"2019-02-01 00:00:00","python","17495"
"2019-02-01 00:00:00","r","4240"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","swift","2670"
"2019-03-01 00:00:00","assembly","276"
"2019-03-01 00:00:00","c","2373"
"2019-03-01 00:00:00","c#","8938"
"2019-03-01 00:00:00","c++","4415"
"2019-03-01 00:00:00","delphi","185"
"2019-03-01 00:00:00","go","720"
"2019-03-01 00:00:00","java","12002"
"2019-03-01 00:00:00","javascript","17287"
"2019-03-01 00:00:00","perl","231"
"2019-03-01 00:00:00","php","7738"
"2019-03-01 00:00:00","python","19853"
"2019-03-01 00:00:00","r","4486"
"2019-03-01 00:00:00","ruby","840"
"2019-03-01 00:00:00","swift","2939"
"2019-04-01 00:00:00","assembly","303"
"2019-04-01 00:00:00","c","2422"
"2019-04-01 00:00:00","c#","9085"
"2019-04-01 00:00:00","c++","4365"
"2019-04-01 00:00:00","delphi","204"
"2019-04-01 00:00:00","go","648"
"2019-04-01 00:00:00","java","11132"
"2019-04-01 00:00:00","javascript","16124"
"2019-04-01 00:00:00","perl","205"
"2019-04-01 00:00:00","php","7132"
"2019-04-01 00:00:00","python","19789"
"2019-04-01 00:00:00","r","4593"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","swift","3061"
"2019-05-01 00:00:00","assembly","234"
"2019-05-01 00:00:00","c","2086"
"2019-05-01 00:00:00","c#","8999"
"2019-05-01 00:00:00","c++","4118"
"2019-05-01 00:00:00","delphi","170"
"2019-05-01 00:00:00","go","671"
"2019-05-01 00:00:00","java","11044"
"2019-05-01 00:00:00","javascript","16096"
"2019-05-01 00:00:00","perl","221"
"2019-05-01 00:00:00","php","6912"
"2019-05-01 00:00:00","python","18867"
"2019-05-01 00:00:00","r","4290"
"2019-05-01 00:00:00","ruby","760"
"2019-05-01 00:00:00","swift","3095"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","c","1722"
"2019-06-01 00:00:00","c#","7580"
"2019-06-01 00:00:00","c++","3633"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","go","524"
"2019-06-01 00:00:00","java","9603"
"2019-06-01 00:00:00","javascript","14765"
"2019-06-01 00:00:00","perl","235"
"2019-06-01 00:00:00","php","5973"
"2019-06-01 00:00:00","python","17180"
"2019-06-01 00:00:00","r","3940"
"2019-06-01 00:00:00","ruby","702"
"2019-06-01 00:00:00","swift","3079"
"2019-07-01 00:00:00","assembly","187"
"2019-07-01 00:00:00","c","1745"
"2019-07-01 00:00:00","c#","8418"
"2019-07-01 00:00:00","c++","4255"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","go","623"
"2019-07-01 00:00:00","java","10800"
"2019-07-01 00:00:00","javascript","16092"
"2019-07-01 00:00:00","perl","236"
"2019-07-01 00:00:00","php","6625"
"2019-07-01 00:00:00","python","19703"
"2019-07-01 00:00:00","r","4194"
"2019-07-01 00:00:00","ruby","758"
"2019-07-01 00:00:00","swift","3030"
"2019-08-01 00:00:00","assembly","166"
"2019-08-01 00:00:00","c","1546"
"2019-08-01 00:00:00","c#","7683"
"2019-08-01 00:00:00","c++","3282"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","629"
"2019-08-01 00:00:00","java","9056"
"2019-08-01 00:00:00","javascript","15172"
"2019-08-01 00:00:00","perl","192"
"2019-08-01 00:00:00","php","5793"
"2019-08-01 00:00:00","python","17991"
"2019-08-01 00:00:00","r","3948"
"2019-08-01 00:00:00","ruby","777"
"2019-08-01 00:00:00","swift","2526"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","c","1999"
"2019-09-01 00:00:00","c#","7820"
"2019-09-01 00:00:00","c++","3770"
"2019-09-01 00:00:00","delphi","145"
"2019-09-01 00:00:00","go","616"
"2019-09-01 00:00:00","java","9630"
"2019-09-01 00:00:00","javascript","14822"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","php","5526"
"2019-09-01 00:00:00","python","16843"
"2019-09-01 00:00:00","r","3934"
"2019-09-01 00:00:00","ruby","715"
"2019-09-01 00:00:00","swift","2547"
"2019-10-01 00:00:00","assembly","317"
"2019-10-01 00:00:00","c","2472"
"2019-10-01 00:00:00","c#","8394"
"2019-10-01 00:00:00","c++","4824"
"2019-10-01 00:00:00","delphi","151"
"2019-10-01 00:00:00","go","632"
"2019-10-01 00:00:00","java","11166"
"2019-10-01 00:00:00","javascript","15932"
"2019-10-01 00:00:00","perl","208"
"2019-10-01 00:00:00","php","6015"
"2019-10-01 00:00:00","python","20390"
"2019-10-01 00:00:00","r","4378"
"2019-10-01 00:00:00","ruby","847"
"2019-10-01 00:00:00","swift","3091"
"2019-11-01 00:00:00","assembly","282"
"2019-11-01 00:00:00","c","2503"
"2019-11-01 00:00:00","c#","7998"
"2019-11-01 00:00:00","c++","4713"
"2019-11-01 00:00:00","delphi","171"
"2019-11-01 00:00:00","go","603"
"2019-11-01 00:00:00","java","10280"
"2019-11-01 00:00:00","javascript","15703"
"2019-11-01 00:00:00","perl","219"
"2019-11-01 00:00:00","php","6064"
"2019-11-01 00:00:00","python","20541"
"2019-11-01 00:00:00","r","4279"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2856"
"2019-12-01 00:00:00","assembly","247"
"2019-12-01 00:00:00","c","2138"
"2019-12-01 00:00:00","c#","7184"
"2019-12-01 00:00:00","c++","4182"
"2019-12-01 00:00:00","delphi","125"
"2019-12-01 00:00:00","go","612"
"2019-12-01 00:00:00","java","8982"
"2019-12-01 00:00:00","javascript","14268"
"2019-12-01 00:00:00","perl","157"
"2019-12-01 00:00:00","php","5211"
"2019-12-01 00:00:00","python","18049"
"2019-12-01 00:00:00","r","3738"
"2019-12-01 00:00:00","ruby","667"
"2019-12-01 00:00:00","swift","2651"
"2020-01-01 00:00:00","assembly","229"
"2020-01-01 00:00:00","c","2045"
"2020-01-01 00:00:00","c#","7771"
"2020-01-01 00:00:00","c++","4214"
"2020-01-01 00:00:00","delphi","163"
"2020-01-01 00:00:00","go","646"
"2020-01-01 00:00:00","java","9906"
"2020-01-01 00:00:00","javascript","15973"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","php","5879"
"2020-01-01 00:00:00","python","19912"
"2020-01-01 00:00:00","r","4134"
"2020-01-01 00:00:00","ruby","761"
"2020-01-01 00:00:00","swift","2889"
"2020-02-01 00:00:00","assembly","270"
"2020-02-01 00:00:00","c","1975"
"2020-02-01 00:00:00","c#","7684"
"2020-02-01 00:00:00","c++","4066"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","660"
"2020-02-01 00:00:00","java","10005"
"2020-02-01 00:00:00","javascript","15695"
"2020-02-01 00:00:00","perl","178"
"2020-02-01 00:00:00","php","5638"
"2020-02-01 00:00:00","python","19972"
"2020-02-01 00:00:00","r","4668"
"2020-02-01 00:00:00","ruby","653"
"2020-02-01 00:00:00","swift","2753"
"2020-03-01 00:00:00","assembly","293"
"2020-03-01 00:00:00","c","2475"
"2020-03-01 00:00:00","c#","7762"
"2020-03-01 00:00:00","c++","4632"
"2020-03-01 00:00:00","delphi","166"
"2020-03-01 00:00:00","go","651"
"2020-03-01 00:00:00","java","11028"
"2020-03-01 00:00:00","javascript","17510"
"2020-03-01 00:00:00","perl","196"
"2020-03-01 00:00:00","php","5640"
"2020-03-01 00:00:00","python","22593"
"2020-03-01 00:00:00","r","5114"
"2020-03-01 00:00:00","ruby","710"
"2020-03-01 00:00:00","swift","2905"
"2020-04-01 00:00:00","assembly","378"
"2020-04-01 00:00:00","c","3241"
"2020-04-01 00:00:00","c#","8555"
"2020-04-01 00:00:00","c++","6190"
"2020-04-01 00:00:00","delphi","231"
"2020-04-01 00:00:00","go","794"
"2020-04-01 00:00:00","java","12565"
"2020-04-01 00:00:00","javascript","20829"
"2020-04-01 00:00:00","perl","219"
"2020-04-01 00:00:00","php","6584"
"2020-04-01 00:00:00","python","27546"
"2020-04-01 00:00:00","r","6166"
"2020-04-01 00:00:00","ruby","764"
"2020-04-01 00:00:00","swift","3436"
"2020-05-01 00:00:00","assembly","358"
"2020-05-01 00:00:00","c","3358"
"2020-05-01 00:00:00","c#","8564"
"2020-05-01 00:00:00","c++","6384"
"2020-05-01 00:00:00","delphi","201"
"2020-05-01 00:00:00","go","750"
"2020-05-01 00:00:00","java","11978"
"2020-05-01 00:00:00","javascript","21426"
"2020-05-01 00:00:00","perl","212"
"2020-05-01 00:00:00","php","6492"
"2020-05-01 00:00:00","python","29355"
"2020-05-01 00:00:00","r","6005"
"2020-05-01 00:00:00","ruby","695"
"2020-05-01 00:00:00","swift","3504"
"2020-06-01 00:00:00","assembly","328"
"2020-06-01 00:00:00","c","2582"
"2020-06-01 00:00:00","c#","7876"
"2020-06-01 00:00:00","c++","5607"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","go","706"
"2020-06-01 00:00:00","java","10790"
"2020-06-01 00:00:00","javascript","19740"
"2020-06-01 00:00:00","perl","198"
"2020-06-01 00:00:00","php","5904"
"2020-06-01 00:00:00","python","27040"
"2020-06-01 00:00:00","r","5431"
"2020-06-01 00:00:00","ruby","612"
"2020-06-01 00:00:00","swift","3148"
"2020-07-01 00:00:00","assembly","271"
"2020-07-01 00:00:00","c","2090"
"2020-07-01 00:00:00","c#","7786"
"2020-07-01 00:00:00","c++","5152"
"2020-07-01 00:00:00","delphi","193"
"2020-07-01 00:00:00","go","640"
"2020-07-01 00:00:00","java","10414"
"2020-07-01 00:00:00","javascript","19816"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","php","5917"
"2020-07-01 00:00:00","python","26223"
"2020-07-01 00:00:00","r","4933"
"2020-07-01 00:00:00","ruby","695"
"2020-07-01 00:00:00","swift","2980"
"2020-08-01 00:00:00","assembly","264"
"2020-08-01 00:00:00","c","1889"
"2020-08-01 00:00:00","c#","7044"
"2020-08-01 00:00:00","c++","4762"
"2020-08-01 00:00:00","delphi","183"
"2020-08-01 00:00:00","go","705"
"2020-08-01 00:00:00","java","9279"
"2020-08-01 00:00:00","javascript","17970"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","php","4968"
"2020-08-01 00:00:00","python","22961"
"2020-08-01 00:00:00","r","4492"
"2020-08-01 00:00:00","ruby","553"
"2020-08-01 00:00:00","swift","2672"
"2020-09-01 00:00:00","assembly","294"
"2020-09-01 00:00:00","c","2144"
"2020-09-01 00:00:00","c#","6439"
"2020-09-01 00:00:00","c++","3906"
"2020-09-01 00:00:00","delphi","172"
"2020-09-01 00:00:00","go","727"
"2020-09-01 00:00:00","java","8909"
"2020-09-01 00:00:00","javascript","16722"
"2020-09-01 00:00:00","perl","166"
"2020-09-01 00:00:00","php","4753"
"2020-09-01 00:00:00","python","21669"
"2020-09-01 00:00:00","r","4750"
"2020-09-01 00:00:00","ruby","512"
"2020-09-01 00:00:00","swift","2549"
"2020-10-01 00:00:00","assembly","343"
"2020-10-01 00:00:00","c","2364"
"2020-10-01 00:00:00","c#","6174"
"2020-10-01 00:00:00","c++","4315"
"2020-10-01 00:00:00","delphi","180"
"2020-10-01 00:00:00","go","590"
"2020-10-01 00:00:00","java","8903"
"2020-10-01 00:00:00","javascript","16368"
"2020-10-01 00:00:00","perl","170"
"2020-10-01 00:00:00","php","4559"
"2020-10-01 00:00:00","python","22730"
"2020-10-01 00:00:00","r","5064"
"2020-10-01 00:00:00","ruby","491"
"2020-10-01 00:00:00","swift","2310"
"2020-11-01 00:00:00","assembly","374"
"2020-11-01 00:00:00","c","2687"
"2020-11-01 00:00:00","c#","5965"
"2020-11-01 00:00:00","c++","4304"
"2020-11-01 00:00:00","delphi","193"
"2020-11-01 00:00:00","go","524"
"2020-11-01 00:00:00","java","8448"
"2020-11-01 00:00:00","javascript","15464"
"2020-11-01 00:00:00","perl","150"
"2020-11-01 00:00:00","php","4594"
"2020-11-01 00:00:00","python","22087"
"2020-11-01 00:00:00","r","4802"
"2020-11-01 00:00:00","ruby","500"
"2020-11-01 00:00:00","swift","2155"
"2020-12-01 00:00:00","assembly","299"
"2020-12-01 00:00:00","c","2636"
